,demand
1874,-1145449
1875,-1077500
1876,-1200200
1877,-1204634
1878,-1306302
1879,-1381110
1880,-1372840
1881,-1468684
1882,-1404324
1883,-1505408
1884,-1517389
1885,-1397251
1886,-1377831
1887,-1386258
1888,-1524429
1889,-1383508
1890,-1453218
1891,-1505611
1892,-1473596
1893,-1334457
1894,-1244514
1895,-1117199
1896,-1079476
1897,-1076127
1898,-1080074
1899,-1150829
1900,-1238397
1901,-1312654
1902,-1402871
1903,-1370016
1904,-1426495
1905,-1430494
1906,-1526115
1907,-1526271
1908,-1557548
1909,-1498293
1910,-1387580
1911,-1467402
1912,-1464420
1913,-1461854
1914,-1530897
1915,-1473739
1916,-1366069
1917,-1327785
1918,-1221624
1919,-1092498
1920,-1124087
1921,-1086141
1922,-1053095
1923,-1111711
1924,-1259260
1925,-1310776
1926,-1330465
1927,-1431684
1928,-1488883
1929,-1467270
1930,-1411055
1931,-1470092
1932,-1491141
1933,-1435372
1934,-1426614
1935,-1513102
1936,-1438082
1937,-1387809
1938,-1552957
1939,-1444834
1940,-1434041
1941,-1265518
1942,-1182183
1943,-1099630
1944,-1087015
1945,-1073793
1946,-1094186
1947,-1178287
1948,-1230229
1949,-1290003
1950,-1375265
1951,-1458968
1952,-1469629
1953,-1401081
1954,-1505387
1955,-1440692
1956,-1563239
1957,-1504221
1958,-1398582
1959,-1388876
1960,-1521100
1961,-1438178
1962,-1478585
1963,-1498152
1964,-1409906
1965,-1306215
1966,-1151187
1967,-1168811
1968,-1069218
1969,-1057136
1970,-1101612
1971,-1153013
1972,-1165835
1973,-1300695
1974,-1406711
1975,-1411628
1976,-1379978
1977,-1527907
1978,-1529347
1979,-1469021
1980,-1484197
1981,-1472048
1982,-1378771
1983,-1418375
1984,-1430951
1985,-1443126
1986,-1465839
1987,-1552733
1988,-1365619
1989,-1368659
1990,-1152749
1991,-1130945
1992,-1159713
1993,-1039810
1994,-1103799
1995,-1116843
1996,-1250573
1997,-1208422
1998,-1343281
1999,-1408334
2000,-1430002
2001,-1395432
2002,-1533294
2003,-1504364
2004,-1505674
2005,-1423531
2006,-1474215
2007,-1426923
2008,-1441931
2009,-1492957
2010,-1472100
2011,-1486630
2012,-1394483
2013,-1308964
2014,-1134099
2015,-1120814
2016,-1097780
2017,-1093562
2018,-1047622
2019,-1091660
2020,-1247650
2021,-1278029
2022,-1387449
2023,-1338914
2024,-1449372
2025,-1480191
2026,-1440122
2027,-1532135
2028,-1464608
2029,-1440698
2030,-1450131
2031,-1473248
2032,-1503984
2033,-1457285
2034,-1538061
2035,-1482502
2036,-1357361
2037,-1334222
2038,-1159163
2039,-1066812
2040,-1100069
2041,-1013819
2042,-1091082
2043,-1123751
2044,-1225548
2045,-1260790
2046,-1309562
2047,-1363270
2048,-1454651
2049,-1493170
2050,-1406506
2051,-1527211
2052,-1534472
2053,-1524957
2054,-1441341
2055,-1465450
2056,-1474454
2057,-1410222
2058,-1480162
2059,-1450493
2060,-1419061
2061,-1294394
2062,-1188203
2063,-1108091
2064,-1150968
2065,-1113992
2066,-1054053
2067,-1182765
2068,-1249539
2069,-1281386
2070,-1348549
2071,-1337064
2072,-1456261
2073,-1486346
2074,-1465431
2075,-1541744
2076,-1540582
2077,-1452612
2078,-1458702
2079,-1438773
2080,-1544184
2081,-1469496
2082,-1529028
2083,-1514032
2084,-1348553
2085,-1274920
2086,-1193854
2087,-1079515
2088,-1063309
2089,-1108283
2090,-1093747
2091,-1116994
2092,-1152937
2093,-1297934
2094,-1376862
2095,-1347143
2096,-1477204
2097,-1487874
2098,-1474502
2099,-1532586
2100,-1481128
2101,-1520007
2102,-1417430
2103,-1466277
2104,-1504299
2105,-1437060
2106,-1458791
2107,-1534894
2108,-1445120
2109,-1274892
2110,-1225800
2111,-1065870
2112,-1080825
2113,-1024721
2114,-1054182
2115,-1153077
2116,-1149123
2117,-1309536
2118,-1370917
2119,-1446872
2120,-1378185
2121,-1521780
2122,-1460241
2123,-1501381
2124,-1514196
2125,-1460247
2126,-1388762
2127,-1472814
2128,-1432285
2129,-1521783
2130,-1491690
2131,-1512170
2132,-1464073
2133,-1253020
2134,-1206643
2135,-1073619
2136,-1147692
2137,-1043751
2138,-1041168
2139,-1111219
2140,-1173352
2141,-1208723
2142,-1303779
2143,-1434104
2144,-1433699
2145,-1412146
2146,-1511373
2147,-1555411
2148,-1572330
2149,-1448188
2150,-1438581
2151,-1447377
2152,-1460126
2153,-1430792
2154,-1444625
2155,-1570064
2156,-1425900
2157,-1313449
2158,-1195420
2159,-1106674
2160,-1126571
2161,-1082306
2162,-1159449
2163,-1107917
2164,-1275292
2165,-1373584
2166,-1387326
2167,-1494650
2168,-1558283
2169,-1562912
2170,-1514923
2171,-1490833
2172,-1592275
2173,-1492639
2174,-1587799
2175,-1449406
2176,-1519416
2177,-1407422
2178,-1531231
2179,-1559192
2180,-1459755
2181,-1272551
2182,-1244707
2183,-1093269
2184,-1160762
2185,-1096932
2186,-1126819
2187,-1185364
2188,-1262375
2189,-1330043
2190,-1394502
2191,-1425590
2192,-1499986
2193,-1503873
2194,-1474988
2195,-1600920
2196,-1631214
2197,-1460457
2198,-1490646
2199,-1561540
2200,-1447961
2201,-1497819
2202,-1473643
2203,-1521824
2204,-1480346
2205,-1333593
2206,-1231639
2207,-1131619
2208,-1055536
2209,-1105073
2210,-1127623
2211,-1106560
2212,-1186999
2213,-1280728
2214,-1369388
2215,-1497473
2216,-1548519
2217,-1591204
2218,-1511199
2219,-1497627
2220,-1533727
2221,-1490757
2222,-1480545
2223,-1492165
2224,-1483584
2225,-1408030
2226,-1572994
2227,-1529023
2228,-1398405
2229,-1335152
2230,-1167402
2231,-1131407
2232,-1107789
2233,-1095674
2234,-1153532
2235,-1169661
2236,-1268635
2237,-1280361
2238,-1379567
2239,-1465813
2240,-1553379
2241,-1504755
2242,-1473059
2243,-1605668
2244,-1552000
2245,-1565469
2246,-1503716
2247,-1483641
2248,-1482532
2249,-1404175
2250,-1572672
2251,-1572680
2252,-1468328
2253,-1362284
2254,-1176892
2255,-1144555
2256,-1150196
2257,-1107345
2258,-1125462
2259,-1112988
2260,-1222884
2261,-1254082
2262,-1490394
2263,-1449462
2264,-1514022
2265,-1547418
2266,-1479706
2267,-1535783
2268,-1577765
2269,-1518513
2270,-1565407
2271,-1497456
2272,-1402370
2273,-1523934
2274,-1607630
2275,-1593843
2276,-1451978
2277,-1359411
2278,-1194766
2279,-1159368
2280,-1086080
2281,-1117891
2282,-1066049
2283,-1195614
2284,-1259100
2285,-1354015
2286,-1439382
2287,-1476266
2288,-1522493
2289,-1492656
2290,-1597615
2291,-1489997
2292,-1586841
2293,-1525851
2294,-1559431
2295,-1448438
2296,-1447608
2297,-1465029
2298,-1572578
2299,-1568368
2300,-1487088
2301,-1273619
2302,-1242768
2303,-1135029
2304,-1131337
2305,-1038793
2306,-1137949
2307,-1139380
2308,-1268276
2309,-1290401
2310,-1442282
2311,-1395304
2312,-1565029
2313,-1535911
2314,-1534347
2315,-1557863
2316,-1644755
2317,-1544976
2318,-1568437
2319,-1557207
2320,-1519888
2321,-1407462
2322,-1519322
2323,-1485487
2324,-1406538
2325,-1377894
2326,-1179074
2327,-1128830
2328,-1144358
2329,-1107867
2330,-1125522
2331,-1126876
2332,-1179383
2333,-1275279
2334,-1415101
2335,-1431214
2336,-1512569
2337,-1474291
2338,-1470426
2339,-1613682
2340,-1593710
2341,-1557710
2342,-1497807
2343,-1556974
2344,-1472388
2345,-1476059
2346,-1588863
2347,-1525056
2348,-1370312
2349,-1353370
2350,-1230078
2351,-1114117
2352,-1078929
2353,-1014004
2354,-1104353
2355,-1143896
2356,-1241750
2357,-1344895
2358,-1396675
2359,-1390533
2360,-1430230
2361,-1479681
2362,-1597081
2363,-1607262
2364,-1519276
2365,-1574185
2366,-1537940
2367,-1497845
2368,-1432844
2369,-1425362
2370,-1581830
2371,-1610938
2372,-1489177
2373,-1374651
2374,-1241182
2375,-1087556
2376,-1114985
2377,-1023586
2378,-1087538
2379,-1133391
2380,-1178265
2381,-1274854
2382,-1443404
2383,-1391354
2384,-1507023
2385,-1498465
2386,-1521485
2387,-1561396
2388,-1625273
2389,-1538835
2390,-1446626
2391,-1450261
2392,-1545725
2393,-1463976
2394,-1466903
2395,-1519172
2396,-1391723
2397,-1267926
2398,-1197791
2399,-1068397
2400,-1104668
2401,-1055112
2402,-1072971
2403,-1121003
2404,-1244828
2405,-1330932
2406,-1413047
2407,-1518131
2408,-1525614
2409,-1588026
2410,-1485209
2411,-1494608
2412,-1565507
2413,-1485926
2414,-1536561
2415,-1465283
2416,-1410899
2417,-1386637
2418,-1496956
2419,-1600800
2420,-1365613
2421,-1332206
2422,-1231417
2423,-1076293
2424,-1097862
2425,-1087509
2426,-1083971
2427,-1191074
2428,-1192537
2429,-1271840
2430,-1475419
2431,-1388466
2432,-1549428
2433,-1499138
2434,-1522271
2435,-1588494
2436,-1635309
2437,-1584881
2438,-1495503
2439,-1554098
2440,-1439331
2441,-1440095
2442,-1599996
2443,-1479820
2444,-1426643
2445,-1297973
2446,-1220253
2447,-1093831
2448,-1079066
2449,-1093808
2450,-1127619
2451,-1194248
2452,-1178677
2453,-1304313
2454,-1417928
2455,-1483947
2456,-1529989
2457,-1518434
2458,-1495528
2459,-1603847
2460,-1646501
2461,-1566474
2462,-1580883
2463,-1446924
2464,-1512493
2465,-1476206
2466,-1565503
2467,-1595481
2468,-1390539
2469,-1303838
2470,-1230280
2471,-1081257
2472,-1095690
2473,-1025732
2474,-1077046
2475,-1163850
2476,-1232330
2477,-1312398
2478,-1463303
2479,-1426742
2480,-1503317
2481,-1451157
2482,-1507953
2483,-1513311
2484,-1622574
2485,-1587388
2486,-1577879
2487,-1484624
2488,-1536231
2489,-1481529
2490,-1598765
2491,-1593621
2492,-1480459
2493,-1317260
2494,-1264156
2495,-1099073
2496,-1092957
2497,-1098328
2498,-1129482
2499,-1124297
2500,-1180227
2501,-1272641
2502,-1498708
2503,-1526363
2504,-1546514
2505,-1553351
2506,-1498605
2507,-1522353
2508,-1596498
2509,-1488597
2510,-1536342
2511,-1424049
2512,-1475506
2513,-1513586
2514,-1504315
2515,-1518058
2516,-1406350
2517,-1348792
2518,-1195888
2519,-1105617
2520,-1108029
2521,-1108488
2522,-1085567
2523,-1109944
2524,-1190903
2525,-1252332
2526,-1402907
2527,-1463807
2528,-1565839
2529,-1492942
2530,-1564908
2531,-1613912
2532,-1633228
2533,-1466297
2534,-1558016
2535,-1500089
2536,-1467600
2537,-1424480
2538,-1564788
2539,-1573737
2540,-1477386
2541,-1279398
2542,-1203769
2543,-1127894
2544,-1118935
2545,-1041360
2546,-1116039
2547,-1176698
2548,-1209784
2549,-1257813
2550,-1370051
2551,-1473477
2552,-1537875
2553,-1590167
2554,-1581175
2555,-1522350
2556,-1501802
2557,-1573844
2558,-1442926
2559,-1437754
2560,-1443078
2561,-1482073
2562,-1584161
2563,-1607962
2564,-1455746
2565,-1361457
2566,-1158585
2567,-1091314
2568,-1100332
2569,-1087795
2570,-1053196
2571,-1133494
2572,-1187720
2573,-1291515
2574,-1452105
2575,-1512950
2576,-1448298
2577,-1578469
2578,-1578684
2579,-1604668
2580,-1559296
2581,-1560258
2582,-1456318
2583,-1496294
2584,-1544083
2585,-1419183
2586,-1547551
2587,-1484656
2588,-1372994
2589,-1387016
2590,-1215165
2591,-1142667
2592,-1071758
2593,-1077066
2594,-1123639
2595,-1103562
2596,-1209713
2597,-1289649
2598,-1480186
2599,-1473036
2600,-1473197
2601,-1457880
2602,-1470487
2603,-1620606
2604,-1628166
2605,-1555470
2606,-1588646
2607,-1562852
2608,-1415265
2609,-1492203
2610,-1476952
2611,-1572364
2612,-1486866
2613,-1269412
2614,-1205063
2615,-1088032
2616,-1102176
2617,-1042780
2618,-1115425
2619,-1203226
2620,-1272070
2621,-1308660
2622,-1395701
2623,-1508983
2624,-1500157
2625,-1491944
2626,-1518119
2627,-1557880
2628,-1557189
2629,-1574272
2630,-1531817
2631,-1546433
2632,-1535043
2633,-1404296
2634,-1495282
2635,-1494033
2636,-1481983
2637,-1346628
2638,-1217282
2639,-1069128
2640,-1132309
2641,-1017277
2642,-1106931
2643,-1161771
2644,-1252798
2645,-1350603
2646,-1437458
2647,-1490826
2648,-1494718
2649,-1516039
2650,-1504904
2651,-1615027
2652,-1534128
2653,-1597627
2654,-1483928
2655,-1513236
2656,-1404693
2657,-1509912
2658,-1502691
2659,-1609218
2660,-1396099
2661,-1361501
2662,-1256384
2663,-1052247
2664,-1116068
2665,-1088084
2666,-1068823
2667,-1139204
2668,-1187440
2669,-1312213
2670,-1459407
2671,-1387672
2672,-1439433
2673,-1558852
2674,-1525157
2675,-1497332
2676,-1546107
2677,-1534244
2678,-1531509
2679,-1460932
2680,-1510941
2681,-1431624
2682,-1522867
2683,-1480378
2684,-1404896
2685,-1294481
2686,-1172363
2687,-1130620
2688,-1066897
2689,-1070941
2690,-1130800
2691,-1094638
2692,-1257392
2693,-1292354
2694,-1464585
2695,-1383193
2696,-1474579
2697,-1481230
2698,-1521999
2699,-1594517
2700,-1589388
2701,-1528512
2702,-1518235
2703,-1452115
2704,-1452189
2705,-1397387
2706,-1556477
2707,-1548723
2708,-1397905
2709,-1375463
2710,-1258813
2711,-1082904
2712,-1119735
2713,-1065832
2714,-1109717
2715,-1130686
2716,-1234434
2717,-1371524
2718,-1385557
2719,-1424184
2720,-1549646
2721,-1568379
2722,-1566171
2723,-1559230
2724,-1571696
2725,-1474797
2726,-1543106
2727,-1560232
2728,-1463724
2729,-1422452
2730,-1551102
2731,-1557019
2732,-1498654
2733,-1368317
2734,-1176711
2735,-1074170
2736,-1161234
2737,-1051125
2738,-1114424
2739,-1123258
2740,-1216053
2741,-1258032
2742,-1471389
2743,-1388311
2744,-1502834
2745,-1528167
2746,-1488539
2747,-1491394
2748,-1591312
2749,-1586015
2750,-1566766
2751,-1547709
2752,-1417401
2753,-1396708
2754,-1518516
2755,-1580705
2756,-1381471
2757,-1321516
2758,-1168511
2759,-1145887
2760,-1120476
2761,-1066198
2762,-1102565
2763,-1157042
2764,-1209174
2765,-1363617
2766,-1454433
2767,-1429084
2768,-1526411
2769,-1584151
2770,-1564702
2771,-1590775
2772,-1591530
2773,-1598819
2774,-1489096
2775,-1524727
2776,-1468654
2777,-1397992
2778,-1594198
2779,-1571210
2780,-1451830
2781,-1335781
2782,-1240861
2783,-1092550
2784,-1070155
2785,-1103139
2786,-1125581
2787,-1145612
2788,-1229078
2789,-1269234
2790,-1492216
2791,-1505799
2792,-1485321
2793,-1573594
2794,-1587573
2795,-1605439
2796,-1623425
2797,-1519770
2798,-1555309
2799,-1525928
2800,-1460499
2801,-1448747
2802,-1589682
2803,-1511536
2804,-1464798
2805,-1395159
2806,-1193619
2807,-1108778
2808,-1134554
2809,-1023963
2810,-1137376
2811,-1185780
2812,-1204531
2813,-1371138
2814,-1460398
2815,-1385865
2816,-1520486
2817,-1507113
2818,-1594824
2819,-1537992
2820,-1626860
2821,-1469255
2822,-1591657
2823,-1517680
2824,-1498282
2825,-1517503
2826,-1505925
2827,-1627243
2828,-1363146
2829,-1289918
2830,-1151096
2831,-1078137
2832,-1117303
2833,-1095321
2834,-1094264
2835,-1125812
2836,-1252042
2837,-1321578
2838,-1417662
2839,-1477019
2840,-1451630
2841,-1572349
2842,-1516084
2843,-1629574
2844,-1541338
2845,-1547424
2846,-1497165
2847,-1468598
2848,-1452069
2849,-1517916
2850,-1605666
2851,-1619576
2852,-1422110
2853,-1371024
2854,-1207834
2855,-1073016
2856,-1060676
2857,-1022143
2858,-1084654
2859,-1153090
2860,-1171344
2861,-1367308
2862,-1443902
2863,-1421019
2864,-1542038
2865,-1563102
2866,-1525861
2867,-1498802
2868,-1634448
2869,-1508065
2870,-1515757
2871,-1444851
2872,-1407235
2873,-1398813
2874,-1593640
2875,-1555276
2876,-1499843
2877,-1351383
2878,-1235478
2879,-1247370
2880,-1204354
2881,-1148458
2882,-1214125
2883,-1206537
2884,-1346129
2885,-1404739
2886,-1502214
2887,-1536826
2888,-1691832
2889,-1746319
2890,-1629569
2891,-1782888
2892,-1701347
2893,-1780511
2894,-1713259
2895,-1713238
2896,-1608336
2897,-1684529
2898,-1633607
2899,-1613131
2900,-1538426
2901,-1477430
2902,-1274415
2903,-1226723
2904,-1196625
2905,-1201215
2906,-1186154
2907,-1254099
2908,-1243390
2909,-1364120
2910,-1536715
2911,-1525244
2912,-1547479
2913,-1610320
2914,-1688370
2915,-1685521
2916,-1796563
2917,-1681188
2918,-1794305
2919,-1635204
2920,-1739060
2921,-1656473
2922,-1704306
2923,-1752137
2924,-1594618
2925,-1415175
2926,-1266363
2927,-1171484
2928,-1122174
2929,-1153140
2930,-1218557
2931,-1231010
2932,-1237040
2933,-1331579
2934,-1562073
2935,-1603661
2936,-1637338
2937,-1742940
2938,-1749976
2939,-1737384
2940,-1768796
2941,-1704143
2942,-1666095
2943,-1657937
2944,-1598361
2945,-1692761
2946,-1626178
2947,-1710328
2948,-1503096
2949,-1495047
2950,-1272143
2951,-1222586
2952,-1142998
2953,-1123118
2954,-1176181
2955,-1195240
2956,-1245644
2957,-1348582
2958,-1449108
2959,-1532853
2960,-1611566
2961,-1627330
2962,-1649021
2963,-1772639
2964,-1718520
2965,-1658275
2966,-1684771
2967,-1640418
2968,-1584382
2969,-1655534
2970,-1694383
2971,-1708113
2972,-1604774
2973,-1475402
2974,-1251907
2975,-1162739
2976,-1121417
2977,-1190212
2978,-1222538
2979,-1234886
2980,-1359047
2981,-1391776
2982,-1527342
2983,-1617602
2984,-1604871
2985,-1728096
2986,-1674421
2987,-1780420
2988,-1802875
2989,-1767551
2990,-1645164
2991,-1602750
2992,-1696851
2993,-1656029
2994,-1605599
2995,-1609918
2996,-1556153
2997,-1495899
2998,-1263522
2999,-1174855
3000,-1162264
3001,-1132526
3002,-1197328
3003,-1214062
3004,-1267217
3005,-1368456
3006,-1555175
3007,-1572400
3008,-1689926
3009,-1646191
3010,-1719695
3011,-1739161
3012,-1837573
3013,-1657107
3014,-1753218
3015,-1674289
3016,-1739150
3017,-1565946
3018,-1686141
3019,-1708202
3020,-1543712
3021,-1476742
3022,-1352163
3023,-1249623
3024,-1221627
3025,-1125158
3026,-1159330
3027,-1221950
3028,-1333419
3029,-1436985
3030,-1425211
3031,-1623915
3032,-1630158
3033,-1581007
3034,-1688807
3035,-1712615
3036,-1680995
3037,-1668076
3038,-1750616
3039,-1758972
3040,-1628302
3041,-1664879
3042,-1726149
3043,-1747435
3044,-1503295
3045,-1396968
3046,-1360399
3047,-1244276
3048,-1192676
3049,-1133257
3050,-1157638
3051,-1167691
3052,-1288680
3053,-1444836
3054,-1536929
3055,-1482696
3056,-1624527
3057,-1607117
3058,-1656062
3059,-1691535
3060,-1724764
3061,-1645241
3062,-1762418
3063,-1651641
3064,-1695104
3065,-1690174
3066,-1681862
3067,-1678988
3068,-1489026
3069,-1460735
3070,-1287934
3071,-1240661
3072,-1198612
3073,-1122562
3074,-1175269
3075,-1178194
3076,-1300727
3077,-1398170
3078,-1446778
3079,-1496656
3080,-1679566
3081,-1656753
3082,-1761877
3083,-1689989
3084,-1740238
3085,-1712336
3086,-1722811
3087,-1680204
3088,-1674265
3089,-1646551
3090,-1661991
3091,-1717313
3092,-1526009
3093,-1457740
3094,-1301471
3095,-1221151
3096,-1167410
3097,-1124169
3098,-1169814
3099,-1186182
3100,-1309766
3101,-1376705
3102,-1502552
3103,-1595138
3104,-1545341
3105,-1620240
3106,-1768972
3107,-1746148
3108,-1676455
3109,-1674742
3110,-1743988
3111,-1722210
3112,-1650980
3113,-1566948
3114,-1658594
3115,-1614040
3116,-1532745
3117,-1466008
3118,-1306915
3119,-1198525
3120,-1123176
3121,-1102399
3122,-1162371
3123,-1180138
3124,-1341929
3125,-1337429
3126,-1498110
3127,-1514905
3128,-1574559
3129,-1594660
3130,-1775940
3131,-1714144
3132,-1707020
3133,-1770034
3134,-1706329
3135,-1750915
3136,-1681447
3137,-1581825
3138,-1733258
3139,-1696809
3140,-1601908
3141,-1439218
3142,-1348118
3143,-1197963
3144,-1221311
3145,-1123800
3146,-1183742
3147,-1249193
3148,-1261375
3149,-1324464
3150,-1557486
3151,-1484723
3152,-1672186
3153,-1594881
3154,-1750764
3155,-1707402
3156,-1778908
3157,-1737429
3158,-1649765
3159,-1712203
3160,-1612597
3161,-1677535
3162,-1658313
3163,-1616642
3164,-1606340
3165,-1458643
3166,-1267492
3167,-1151803
3168,-1127806
3169,-1184173
3170,-1210174
3171,-1198360
3172,-1316367
3173,-1381007
3174,-1560558
3175,-1500844
3176,-1597934
3177,-1617962
3178,-1689338
3179,-1814577
3180,-1797059
3181,-1699022
3182,-1776893
3183,-1602245
3184,-1624086
3185,-1574309
3186,-1717274
3187,-1702207
3188,-1551962
3189,-1395693
3190,-1329773
3191,-1146297
3192,-1129135
3193,-1174014
3194,-1159683
3195,-1161739
3196,-1311645
3197,-1434538
3198,-1573424
3199,-1580964
3200,-1620880
3201,-1745097
3202,-1651363
3203,-1808836
3204,-1693475
3205,-1674531
3206,-1685535
3207,-1710322
3208,-1626554
3209,-1639785
3210,-1709005
3211,-1624317
3212,-1493972
3213,-1478238
3214,-1334053
3215,-1221303
3216,-1171470
3217,-1126177
3218,-1153400
3219,-1207522
3220,-1292747
3221,-1369686
3222,-1486880
3223,-1620395
3224,-1694524
3225,-1641077
3226,-1715631
3227,-1761755
3228,-1703156
3229,-1665455
3230,-1794006
3231,-1623226
3232,-1649116
3233,-1643828
3234,-1609555
3235,-1668941
3236,-1506524
3237,-1386260
3238,-1322661
3239,-1179792
3240,-1158755
3241,-1147912
3242,-1193016
3243,-1256783
3244,-1353292
3245,-1377128
3246,-1478901
3247,-1535815
3248,-1628361
3249,-1600567
3250,-1755949
3251,-1807995
3252,-1774605
3253,-1707526
3254,-1731553
3255,-1701586
3256,-1711377
3257,-1652471
3258,-1635395
3259,-1685979
3260,-1596539
3261,-1368708
3262,-1291823
3263,-1184365
3264,-1159667
3265,-1119085
3266,-1121489
3267,-1272199
3268,-1264532
3269,-1406887
3270,-1488536
3271,-1494816
3272,-1574297
3273,-1672401
3274,-1713161
3275,-1778066
3276,-1713055
3277,-1734035
3278,-1650953
3279,-1738772
3280,-1721345
3281,-1674498
3282,-1665414
3283,-1699784
3284,-1515717
3285,-1420245
3286,-1345365
3287,-1202687
3288,-1236705
3289,-1188064
3290,-1193522
3291,-1212792
3292,-1349000
3293,-1372522
3294,-1439009
3295,-1620803
3296,-1612609
3297,-1676711
3298,-1628569
3299,-1681921
3300,-1738860
3301,-1667652
3302,-1697241
3303,-1652162
3304,-1689284
3305,-1567811
3306,-1694118
3307,-1763326
3308,-1499221
3309,-1448539
3310,-1242183
3311,-1146187
3312,-1224974
3313,-1096191
3314,-1169321
3315,-1159515
3316,-1344833
3317,-1345427
3318,-1522020
3319,-1528447
3320,-1643916
3321,-1617956
3322,-1723039
3323,-1706039
3324,-1689137
3325,-1654436
3326,-1711166
3327,-1751443
3328,-1659942
3329,-1583891
3330,-1698921
3331,-1717452
3332,-1578801
3333,-1396079
3334,-1238302
3335,-1160901
3336,-1190231
3337,-1154805
3338,-1161445
3339,-1220902
3340,-1275448
3341,-1331654
3342,-1560825
3343,-1606364
3344,-1560865
3345,-1632257
3346,-1722787
3347,-1648528
3348,-1704008
3349,-1693754
3350,-1746769
3351,-1735111
3352,-1658847
3353,-1555096
3354,-1606692
3355,-1750775
3356,-1529108
3357,-1410961
3358,-1340865
3359,-1192754
3360,-1194250
3361,-1188152
3362,-1133018
3363,-1240862
3364,-1287359
3365,-1429133
3366,-1473389
3367,-1604233
3368,-1555825
3369,-1726043
3370,-1648198
3371,-1719956
3372,-1793002
3373,-1663685
3374,-1753201
3375,-1607429
3376,-1746035
3377,-1687189
3378,-1633853
3379,-1764980
3380,-1574729
3381,-1383346
3382,-1272519
3383,-1206940
3384,-1153891
3385,-1143135
3386,-1120270
3387,-1208330
3388,-1305139
3389,-1386283
3390,-1511874
3391,-1577444
3392,-1686160
3393,-1682460
3394,-1704226
3395,-1709596
3396,-1812163
3397,-1766064
3398,-1631439
3399,-1676424
3400,-1583092
3401,-1554835
3402,-1671302
3403,-1641383
3404,-1612982
3405,-1423789
3406,-1289141
3407,-1151089
3408,-1157535
3409,-1208726
3410,-1189831
3411,-1266376
3412,-1250059
3413,-1362726
3414,-1530524
3415,-1612865
3416,-1677910
3417,-1633501
3418,-1642293
3419,-1779526
3420,-1840052
3421,-1706575
3422,-1711508
3423,-1746238
3424,-1682128
3425,-1579151
3426,-1607610
3427,-1745707
3428,-1619874
3429,-1429384
3430,-1351187
3431,-1173181
3432,-1155866
3433,-1124372
3434,-1159979
3435,-1201049
3436,-1239383
3437,-1413836
3438,-1482043
3439,-1587544
3440,-1534304
3441,-1595361
3442,-1621098
3443,-1758170
3444,-1833610
3445,-1710292
3446,-1785843
3447,-1665466
3448,-1716231
3449,-1699707
3450,-1650063
3451,-1702226
3452,-1624171
3453,-1483519
3454,-1293751
3455,-1137277
3456,-1179812
3457,-1205031
3458,-1174238
3459,-1219048
3460,-1283396
3461,-1401969
3462,-1559462
3463,-1553649
3464,-1657092
3465,-1725221
3466,-1667642
3467,-1666320
3468,-1799227
3469,-1732821
3470,-1682563
3471,-1748476
3472,-1707067
3473,-1562873
3474,-1627041
3475,-1759389
3476,-1482596
3477,-1369923
3478,-1265475
3479,-1187078
3480,-1222034
3481,-1106083
3482,-1193873
3483,-1219838
3484,-1257382
3485,-1393383
3486,-1478573
3487,-1599946
3488,-1606587
3489,-1719078
3490,-1622794
3491,-1784379
3492,-1790246
3493,-1732699
3494,-1789160
3495,-1648931
3496,-1627105
3497,-1625419
3498,-1770414
3499,-1692799
3500,-1604421
3501,-1367081
3502,-1366607
3503,-1227906
3504,-1219198
3505,-1171009
3506,-1216605
3507,-1178606
3508,-1353605
3509,-1370672
3510,-1505912
3511,-1624413
3512,-1568652
3513,-1714109
3514,-1702707
3515,-1789797
3516,-1833719
3517,-1718980
3518,-1719322
3519,-1746720
3520,-1703901
3521,-1556522
3522,-1725464
3523,-1644507
3524,-1546116
3525,-1405088
3526,-1242019
3527,-1207449
3528,-1188356
3529,-1193352
3530,-1191413
3531,-1250341
3532,-1344183
3533,-1353983
3534,-1469896
3535,-1553207
3536,-1619184
3537,-1614564
3538,-1722475
3539,-1706864
3540,-1717676
3541,-1721290
3542,-1649014
3543,-1733852
3544,-1720324
3545,-1616566
3546,-1771084
3547,-1761684
3548,-1540024
3549,-1420867
3550,-1256921
3551,-1192896
3552,-1236966
3553,-1131007
3554,-1119331
3555,-1166116
3556,-1252607
3557,-1391432
3558,-1439482
3559,-1582086
3560,-1652760
3561,-1669313
3562,-1671134
3563,-1769134
3564,-1762300
3565,-1777138
3566,-1732660
3567,-1721926
3568,-1590245
3569,-1622405
3570,-1651412
3571,-1697769
3572,-1600217
3573,-1496929
3574,-1345845
3575,-1173988
3576,-1140767
3577,-1106775
3578,-1120165
3579,-1201843
3580,-1354006
3581,-1434067
3582,-1426701
3583,-1476173
3584,-1677887
3585,-1623297
3586,-1692861
3587,-1681093
3588,-1746068
3589,-1742196
3590,-1624522
3591,-1713169
3592,-1636891
3593,-1656795
3594,-1678322
3595,-1634124
3596,-1564314
3597,-1426121
3598,-1298065
3599,-1171948
3600,-1217015
3601,-1149901
3602,-1210418
3603,-1217112
3604,-1306304
3605,-1412723
3606,-1520651
3607,-1606347
3608,-1685489
3609,-1716322
3610,-1774361
3611,-1774100
3612,-1791827
3613,-1772885
3614,-1628022
3615,-1670385
3616,-1664633
3617,-1626036
3618,-1751011
3619,-1713791
3620,-1498818
3621,-1426356
3622,-1351553
